attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,female,1972-01-06,47,Salaried,Not Eligible,Technical Publications Manager,2005-09-11,C,94,2017-03-08,74207,68079,6128,17,48,Married,Graduate Degree,2001472530
No,male,1963-04-26,56,Salaried,Not Eligible,Aide Teacher,2014-09-25,D,40,2014-10-04,56182,49282,6900,36,92,Single,Bachelors Degree,2001472531
No,male,1970-09-15,48,Salaried,Not Eligible,Fast Food Manager 1,2010-03-28,A,100,2015-04-19,117629,117629,0,3,30,Married,Bachelors Degree,2001472532
No,female,1979-07-20,39,Salaried,Not Eligible,Collection & Credit Supervisor,2006-05-10,C,47,2017-10-27,146280,127200,19080,24,36,Single,Graduate Degree,2001472533
No,female,1970-12-22,48,Salaried,Not Eligible,Receptionist PBX Operator,2011-10-12,C,69,2016-04-10,58192,51957,6235,39,15,Married,Bachelors Degree,2001472534
No,male,1974-10-22,44,Salaried,Not Eligible,Procurement Clerk,2011-05-15,D,33,2015-06-14,75998,73784,2214,2,43,Married,PhD,2001472535
No,female,1973-04-10,46,Salaried,Not Eligible,Manager Plant (Experience),2016-08-13,C,50,2018-04-27,187633,178698,8935,43,96,Married,PhD,2001472536
Yes,male,1976-05-20,43,Salaried,Not Eligible,Accounts Payable Supervisor,2009-07-31,B,54,2016-08-09,190309,174595,15714,9,35,Married,PhD,2001472537
No,female,1959-04-03,60,Hourly,Not Eligible,Director Volunteer Services,2008-05-28,D,55,2014-01-16,86754,85895,859,40,21,Married,Bachelors Degree,2001472538
Yes,male,1975-09-04,43,Salaried,Eligible,Chemical Operator,2014-03-19,A,50,2016-03-25,69229,61811,7418,12,89,Married,Bachelors Degree,2001472539
No,female,1964-03-06,55,Salaried,Not Eligible,Personnel Analyst,2006-10-16,D,52,2013-09-17,86766,85906,860,10,36,Single,Bachelors Degree,2001472540
No,male,1966-09-30,52,Salaried,Not Eligible,Teacher/Tutor,2015-10-30,C,95,2013-06-16,113243,112121,1122,15,99,Married,Some College,2001472541
Yes,male,1974-12-15,44,Salaried,Not Eligible,Theatrical-Scenic Designer,2008-05-23,A,90,2013-12-01,140514,140514,0,21,23,Married,Bachelors Degree,2001472542
Yes,male,1965-01-30,54,Salaried,Eligible,Machinist Experimental,2005-08-16,C,76,2015-10-14,75642,72732,2910,21,99,Single,PhD,2001472543
Yes,male,1981-10-27,37,Salaried,Not Eligible,Field Sales Supervisor,2010-05-08,D,43,2017-08-16,198503,180457,18046,45,61,Single,Some College,2001472544
No,male,1980-11-29,38,Hourly,Eligible,Production Helper,2013-05-07,C,54,2017-09-09,67759,67759,0,28,14,Married,Some College,2001472545
No,female,1960-08-18,58,Hourly,Not Eligible,Media Supervisor,2007-09-14,B,32,2017-09-12,122765,121549,1216,2,66,Married,Graduate Degree,2001472546
Yes,male,1984-01-28,35,Salaried,Not Eligible,Rental Dispatcher,2015-02-10,C,94,2018-03-01,90474,78673,11801,6,63,Single,Some College,2001472547
Yes,male,1979-05-29,40,Hourly,Not Eligible,Laboratory Aide,2016-01-14,B,47,2017-10-15,91227,82933,8294,9,55,Married,Some College,2001472548
Yes,male,1982-12-31,36,Salaried,Eligible,Typist Statistical,2013-04-06,C,33,2018-03-14,156225,156225,0,29,76,Married,PhD,2001472549
No,female,1979-08-29,39,Salaried,Not Eligible,Personal Protection Officer,2009-11-21,C,39,2013-10-23,144630,141794,2836,21,44,Married,PhD,2001472550
No,female,1963-08-23,55,Salaried,Not Eligible,Therapist Occupational,2012-02-29,A,90,2014-02-02,140175,124048,16127,40,11,Single,PhD,2001472551
No,female,1962-08-02,56,Salaried,Eligible,Training Coordinator Technical,2007-07-26,C,31,2015-01-22,111951,106620,5331,10,69,Married,Bachelors Degree,2001472552
No,female,1964-10-09,54,Salaried,Not Eligible,Inspector Gas,2006-02-23,C,87,2013-07-26,108916,102750,6166,23,12,Married,Some College,2001472553
No,female,1970-01-07,49,Salaried,Not Eligible,Import/Export Analyst,2011-07-30,D,35,2016-11-05,78817,68536,10281,11,43,Married,PhD,2001472554
No,male,1983-01-07,36,Salaried,Not Eligible,Automobile Service Station Manager,2005-09-06,B,100,2015-04-28,69763,69763,0,33,95,Single,Some College,2001472555
No,female,1972-04-27,47,Hourly,Not Eligible,Secretary Bilingual,2016-06-07,B,88,2017-03-29,183245,159343,23902,23,11,Single,Bachelors Degree,2001472556
No,female,1960-10-13,58,Salaried,Not Eligible,IT Sales Representative,2007-06-15,D,78,2014-11-09,170308,154825,15483,24,41,Married,Graduate Degree,2001472557
No,female,1964-03-18,55,Salaried,Not Eligible,Loan Review Analyst,2009-06-02,C,87,2014-03-22,151128,151128,0,2,65,Single,Some College,2001472558
No,female,1971-12-26,47,Salaried,Eligible,Operating Systems Programming Supervisor,2014-11-12,A,41,2017-12-28,95384,83670,11714,33,40,Married,PhD,2001472559
Yes,male,1983-03-08,36,Salaried,Not Eligible,Construction Equipment Operator,2004-07-15,B,90,2014-08-13,143633,143633,0,40,19,Married,Graduate Degree,2001472560
No,male,1979-12-05,39,Salaried,Not Eligible,Braille Operator,2016-06-18,B,91,2016-06-17,151653,134206,17447,36,48,Single,PhD,2001472561
No,male,1982-12-06,36,Salaried,Eligible,Packer Light,2008-02-13,C,43,2015-11-21,53683,50171,3512,26,78,Single,Some College,2001472562
No,female,1967-02-25,52,Salaried,Eligible,Aide Mental Retardation,2018-02-16,A,84,2017-07-20,169247,159666,9581,4,31,Married,Bachelors Degree,2001472563
Yes,male,1969-08-03,49,Hourly,Not Eligible,Maintenance Person Aircraft,2013-09-07,A,83,2016-03-03,178870,173660,5210,27,33,Single,Some College,2001472564
No,female,1970-03-30,49,Salaried,Not Eligible,Computer Programmer Quality Assurance,2013-12-20,B,51,2014-05-07,193517,184301,9216,21,33,Married,Graduate Degree,2001472565
No,female,1980-07-27,38,Hourly,Not Eligible,Transportation Sales Agent,2007-03-23,C,39,2013-08-03,165405,143830,21575,2,51,Married,PhD,2001472566
No,male,1979-03-26,40,Hourly,Not Eligible,Dental Ceramist Assistant,2011-11-13,C,51,2013-10-15,193556,174374,19182,8,89,Single,Some College,2001472567
Yes,female,1965-11-13,53,Hourly,Not Eligible,Supervisor Chemical,2010-11-03,B,40,2014-07-07,118729,113075,5654,13,32,Married,PhD,2001472568
No,female,1981-07-12,37,Salaried,Not Eligible,Claims Supervisor,2004-10-08,A,61,2015-11-19,73437,66760,6677,4,19,Single,Bachelors Degree,2001472569
No,female,1964-07-01,54,Hourly,Not Eligible,Crane Operator Traveling,2007-10-07,B,58,2015-09-30,187804,178860,8944,35,85,Married,PhD,2001472570
Yes,male,1973-03-27,46,Hourly,Eligible,Network Planning Supervisor,2008-11-21,B,61,2017-06-14,159886,155229,4657,5,45,Married,Some College,2001472571
Yes,male,1980-08-22,38,Salaried,Not Eligible,Order Processing Manager,2007-04-21,D,47,2018-05-13,132644,130043,2601,30,31,Single,Graduate Degree,2001472572
No,female,1968-10-13,50,Hourly,Not Eligible,Cost Estimator,2016-07-30,B,82,2018-05-30,64142,61087,3055,22,18,Married,PhD,2001472573
No,male,1968-04-09,51,Salaried,Not Eligible,Foreign Clerk,2009-06-09,B,69,2016-07-28,88831,86243,2588,22,45,Single,PhD,2001472574
No,male,1967-03-27,52,Salaried,Not Eligible,Supervisor Computer Quality Assurance,2018-05-31,A,59,2017-01-18,159764,159764,0,35,33,Married,Bachelors Degree,2001472575
No,male,1967-08-14,51,Hourly,Eligible,Supervisor Plant Personnel,2013-08-16,C,67,2016-11-15,101323,98371,2952,21,50,Married,PhD,2001472576
No,male,1976-12-04,42,Hourly,Not Eligible,Operator Coach,2018-01-31,A,50,2016-02-11,128497,123554,4943,25,87,Married,Graduate Degree,2001472577
No,female,1959-01-27,60,Salaried,Eligible,Clerk File Benefit Claims,2009-08-19,D,36,2016-12-27,81167,78045,3122,1,60,Married,Some College,2001472578
No,male,1976-04-11,43,Salaried,Not Eligible,Librarian Technical,2004-08-22,B,82,2014-05-25,137030,125715,11315,44,64,Married,Graduate Degree,2001472579
No,female,1975-06-10,44,Salaried,Not Eligible,Senior Sales Representative,2008-05-04,A,76,2017-09-19,117087,103616,13471,17,22,Married,Bachelors Degree,2001472580
No,female,1977-11-08,41,Salaried,Eligible,Tune-up Mechanic,2011-08-21,D,80,2014-03-11,108188,103036,5152,39,76,Married,Graduate Degree,2001472581
Yes,female,1974-03-24,45,Salaried,Not Eligible,Wastewater Treatment Plant Operator,2008-07-08,D,100,2018-01-19,178743,156792,21951,27,76,Married,Graduate Degree,2001472582
No,male,1977-10-31,41,Hourly,Not Eligible,Information Systems Audit Manager,2005-06-04,A,65,2016-04-12,134544,121210,13334,4,63,Married,Graduate Degree,2001472583
No,female,1966-01-18,53,Salaried,Not Eligible,Supervisor Housekeeping,2010-08-23,D,53,2018-01-30,147955,140909,7046,3,14,Married,Bachelors Degree,2001472584
No,female,1982-08-13,36,Salaried,Not Eligible,Technician Psychiatric,2011-10-08,C,79,2013-07-30,159042,154409,4633,44,80,Married,Some College,2001472585
Yes,male,1970-11-13,48,Hourly,Not Eligible,Installer Drywall,2017-01-07,A,88,2015-06-01,123418,111187,12231,31,85,Married,Some College,2001472586
No,female,1967-03-11,52,Salaried,Eligible,Teacher Museums,2007-06-12,D,79,2013-07-17,93969,83900,10069,15,28,Married,Bachelors Degree,2001472587
No,female,1971-02-14,48,Salaried,Not Eligible,Clerk Photo Shop,2007-02-10,B,68,2014-09-02,132897,125374,7523,9,36,Married,Graduate Degree,2001472588
Yes,male,1966-12-31,52,Salaried,Not Eligible,Repairer Truck,2009-12-16,B,60,2014-10-03,154029,138764,15265,45,45,Married,Some College,2001472589
No,female,1977-05-03,42,Hourly,Not Eligible,Publications Editor,2012-12-12,B,70,2016-07-30,123243,123243,0,31,98,Married,PhD,2001472590
No,female,1963-08-13,55,Salaried,Not Eligible,Disbursement Clerk,2013-09-02,A,52,2016-02-12,155368,136287,19081,40,86,Married,Some College,2001472591
No,female,1973-12-29,45,Salaried,Eligible,Clinical Laboratory Technologist,2004-02-11,D,93,2016-10-05,117507,106824,10683,12,58,Single,Graduate Degree,2001472592
No,male,1976-05-03,43,Hourly,Not Eligible,Supervisor Economic Analysis,2016-06-29,C,39,2015-09-11,139053,137676,1377,43,31,Married,PhD,2001472593
No,male,1975-03-02,44,Salaried,Not Eligible,Coordinator Work Study,2008-05-30,D,93,2017-10-20,198406,198406,0,33,13,Married,PhD,2001472594
No,female,1982-10-12,36,Salaried,Not Eligible,Interpreter Deaf,2009-10-13,A,90,2015-08-29,62066,58005,4061,22,21,Married,Graduate Degree,2001472595
Yes,male,1970-11-07,48,Hourly,Not Eligible,Technical Librarian,2017-10-26,A,59,2016-05-16,153854,146527,7327,10,43,Married,Bachelors Degree,2001472596
No,male,1981-04-05,38,Salaried,Not Eligible,Compensation Analyst,2015-11-10,B,89,2018-03-12,128746,126221,2525,41,26,Married,Graduate Degree,2001472597
No,male,1968-06-19,50,Salaried,Not Eligible,Head of Support Services,2005-07-01,B,88,2017-07-26,146881,128842,18039,20,100,Married,Some College,2001472598
No,female,1960-10-04,58,Salaried,Eligible,Quality Control Supervisor/Administrator,2014-07-25,B,93,2017-03-16,70819,62671,8148,36,45,Married,Graduate Degree,2001472599
No,female,1980-09-02,38,Salaried,Not Eligible,Chemical Engineering Technician,2015-07-22,D,32,2013-11-05,116068,116068,0,23,74,Married,PhD,2001472600
No,female,1976-02-27,43,Hourly,Not Eligible,Cashier 1,2009-03-02,A,35,2016-08-13,103091,92045,11046,33,63,Married,Graduate Degree,2001472601
Yes,female,1971-03-12,48,Salaried,Not Eligible,Proof Machine Operator,2015-11-18,A,91,2015-02-24,108677,95330,13347,40,26,Married,Graduate Degree,2001472602
No,female,1964-10-29,54,Salaried,Not Eligible,Electronics Tester,2013-11-24,B,45,2017-05-21,70394,63418,6976,41,95,Married,Bachelors Degree,2001472603
No,male,1980-01-13,39,Salaried,Not Eligible,Benefits Claim File Clerk,2003-09-27,A,43,2013-07-23,174005,158186,15819,35,51,Single,PhD,2001472604
No,female,1968-03-25,51,Salaried,Not Eligible,Museum Scheduler,2015-06-19,A,43,2017-09-12,68860,68860,0,33,39,Married,Graduate Degree,2001472605
Yes,male,1965-05-13,54,Hourly,Not Eligible,Credit & Collection Manager,2009-05-04,A,36,2014-08-01,178022,178022,0,0,36,Single,PhD,2001472606
Yes,male,1968-01-23,51,Hourly,Not Eligible,Accountant,2014-02-19,D,75,2017-02-02,93439,85723,7716,17,48,Married,Graduate Degree,2001472607
Yes,male,1969-11-02,49,Hourly,Not Eligible,Scheduler Production,2016-09-26,D,99,2016-03-30,145478,134701,10777,41,56,Married,Graduate Degree,2001472608
Yes,male,1970-07-26,48,Salaried,Not Eligible,Estimator Cost,2009-12-31,C,66,2014-03-28,147013,144130,2883,11,44,Single,PhD,2001472609
No,female,1979-12-27,39,Hourly,Eligible,Data Recovery Planner,2015-05-06,C,89,2014-08-24,111754,105428,6326,40,87,Married,Some College,2001472610
Yes,male,1959-03-26,60,Hourly,Not Eligible,Extractor Operator,2006-11-28,A,79,2016-08-15,141331,130862,10469,25,44,Married,Some College,2001472611
No,female,1982-01-18,37,Salaried,Not Eligible,Programmer Engineer,2006-11-20,D,34,2015-02-08,87698,85978,1720,4,87,Married,Graduate Degree,2001472612
No,female,1960-04-12,59,Salaried,Eligible,Technician Personnel,2016-04-30,C,66,2015-04-17,101246,101246,0,27,93,Married,Bachelors Degree,2001472613
Yes,male,1972-11-02,46,Salaried,Not Eligible,Resident Care Aide,2007-02-20,D,52,2017-02-18,107406,98537,8869,11,81,Married,Graduate Degree,2001472614
No,male,1960-02-27,59,Hourly,Not Eligible,Operator Telephone,2009-05-19,A,91,2014-03-08,198187,175386,22801,45,33,Married,Some College,2001472615
Yes,male,1962-02-15,57,Salaried,Not Eligible,IT Supervisor Applications & Programming,2006-01-18,B,65,2013-09-18,172855,172855,0,33,11,Married,Bachelors Degree,2001472616
Yes,male,1982-07-02,36,Salaried,Not Eligible,Corporate Tax Accountant,2006-04-22,D,43,2013-12-25,136862,123299,13563,6,85,Single,Some College,2001472617
No,male,1975-06-24,43,Salaried,Not Eligible,Word Processor,2008-07-31,A,50,2017-10-25,64566,63926,640,12,35,Married,Graduate Degree,2001472618
No,male,1974-06-07,45,Hourly,Eligible,Supervisor Compensation & Benefits,2004-02-06,A,32,2016-12-24,58210,51973,6237,30,91,Married,Bachelors Degree,2001472619
No,female,1959-10-29,59,Salaried,Eligible,Receptionist PBX Operator,2006-08-27,D,68,2013-10-19,168525,153204,15321,37,46,Married,PhD,2001472620
No,female,1969-07-31,49,Salaried,Not Eligible,Technician LAN/WAN,2007-01-18,D,94,2017-08-11,119861,107018,12843,26,51,Married,Graduate Degree,2001472621
No,female,1966-05-01,53,Salaried,Not Eligible,Life Underwriter,2006-01-24,C,85,2015-03-02,172271,170565,1706,31,43,Single,Some College,2001472622
No,female,1979-07-27,39,Salaried,Not Eligible,Servicer Air Conditioning 1,2018-01-29,C,86,2018-04-08,89957,80318,9639,19,62,Single,PhD,2001472623
No,female,1981-05-02,38,Salaried,Not Eligible,Technician Television,2004-11-21,C,79,2013-11-09,101180,97288,3892,23,14,Married,Graduate Degree,2001472624
No,male,1977-05-08,42,Salaried,Not Eligible,Insulation Worker,2016-03-05,A,35,2015-02-06,195154,182386,12768,39,62,Married,Graduate Degree,2001472625
No,male,1962-10-03,56,Hourly,Not Eligible,Software Programmer,2015-05-31,D,79,2017-11-23,126604,112038,14566,34,19,Single,Bachelors Degree,2001472626
No,male,1979-03-10,40,Salaried,Eligible,Representative Floor Broker,2005-08-02,A,43,2017-03-24,73644,68826,4818,44,98,Single,Graduate Degree,2001472627
No,female,1983-11-07,35,Salaried,Eligible,Power Distribution Engineer,2016-09-13,A,78,2015-11-23,112778,104424,8354,22,79,Single,Some College,2001472628
No,female,1972-08-15,46,Hourly,Not Eligible,Electrician Helper,2007-05-09,A,47,2015-07-21,90603,90603,0,15,73,Married,PhD,2001472629
Yes,male,1967-11-27,51,Hourly,Not Eligible,Manager Office,2006-08-18,A,92,2017-01-21,68680,62436,6244,16,10,Single,Some College,2001472630
No,female,1960-07-10,58,Hourly,Not Eligible,Office Machines Servicer,2011-06-29,D,68,2014-11-03,69700,68333,1367,19,12,Married,Graduate Degree,2001472631
Yes,male,1964-12-27,54,Hourly,Not Eligible,Business Manager,2004-01-27,C,95,2013-11-24,130525,123136,7389,17,42,Married,Bachelors Degree,2001472632
Yes,female,1978-05-10,41,Salaried,Not Eligible,Sanitary Engineer,2011-03-31,A,62,2016-08-31,121742,119354,2388,19,62,Married,Graduate Degree,2001472633
No,female,1976-07-04,42,Salaried,Not Eligible,Registered Representative,2010-05-05,D,32,2017-03-06,130599,115574,15025,1,14,Married,Graduate Degree,2001472634
No,male,1959-05-01,60,Salaried,Not Eligible,Business Systems Analyst,2003-12-19,D,37,2013-09-15,60477,58715,1762,37,61,Married,Some College,2001472635
No,female,1968-09-23,50,Salaried,Not Eligible,Investigator,2015-01-25,C,63,2014-05-01,60032,60032,0,42,82,Single,Some College,2001472636
Yes,male,1965-08-30,53,Salaried,Not Eligible,Analyst Spectrographic,2015-07-07,D,36,2014-09-28,95281,89047,6234,44,64,Single,PhD,2001472637
No,female,1980-11-29,38,Salaried,Not Eligible,Traffic Agent,2016-09-25,A,38,2016-02-10,101617,98657,2960,44,29,Single,Bachelors Degree,2001472638
No,female,1982-09-07,36,Salaried,Not Eligible,Topographic Map Technician,2009-12-19,A,76,2017-01-11,69635,63304,6331,19,26,Married,Some College,2001472639
No,female,1979-02-05,40,Salaried,Not Eligible,Customer Service Representative 1 Insurance,2007-10-14,A,42,2014-10-17,88952,88952,0,7,32,Married,Bachelors Degree,2001472640
No,female,1966-09-16,52,Salaried,Eligible,Embalmer,2010-08-15,B,99,2015-07-08,61843,58898,2945,28,19,Married,Graduate Degree,2001472641
No,female,1968-04-29,51,Salaried,Not Eligible,Calibration Laboratory Technician,2014-05-27,A,55,2013-11-23,59417,56053,3364,29,84,Married,PhD,2001472642
Yes,male,1965-12-04,53,Salaried,Eligible,EMT,2016-03-11,D,34,2017-10-05,189541,189541,0,31,11,Married,Some College,2001472643
No,female,1976-06-05,43,Salaried,Not Eligible,Manager Accounts Payable,2007-06-29,A,91,2014-03-29,122745,118024,4721,26,81,Married,PhD,2001472644
Yes,male,1965-05-23,54,Salaried,Not Eligible,IT Web Developer,2017-09-24,C,67,2013-10-21,177060,153965,23095,21,27,Married,Bachelors Degree,2001472645
No,female,1965-07-20,53,Salaried,Not Eligible,Housekeeping Director,2007-07-08,A,86,2016-11-27,173623,166945,6678,43,35,Single,PhD,2001472646
No,female,1977-01-28,42,Salaried,Not Eligible,Teacher Mentally Impaired,2010-07-11,A,71,2016-08-06,167132,147904,19228,21,97,Single,Bachelors Degree,2001472647
No,male,1978-12-18,40,Hourly,Not Eligible,Medical Oral Surgeon,2008-03-24,D,37,2014-05-04,191243,177076,14167,0,19,Married,Bachelors Degree,2001472648
No,female,1966-05-13,53,Salaried,Not Eligible,Circulation Supervisor,2010-02-10,B,34,2016-01-06,69573,63828,5745,13,94,Single,Graduate Degree,2001472649
No,female,1973-11-08,45,Salaried,Not Eligible,Banking Assistant Branch Manager 2,2013-01-15,C,74,2013-07-17,117562,111963,5599,31,60,Single,Bachelors Degree,2001472650
No,female,1973-09-15,45,Salaried,Eligible,Bus Driver,2011-05-04,C,64,2015-04-11,189329,164633,24696,17,58,Married,Bachelors Degree,2001472651
Yes,male,1979-06-13,40,Hourly,Not Eligible,Inventory Control Clerk,2016-04-15,A,43,2015-07-07,87255,75873,11382,42,34,Single,Bachelors Degree,2001472652
No,male,1976-06-29,42,Salaried,Not Eligible,Machine Tool Operator,2014-07-20,C,46,2017-12-15,85253,83581,1672,18,72,Single,PhD,2001472653
Yes,male,1965-12-05,53,Salaried,Not Eligible,Engineering Technician Mechanical,2005-02-01,C,89,2017-03-02,61779,55656,6123,8,20,Single,Some College,2001472654
No,female,1980-01-06,39,Hourly,Eligible,Technologist Nuclear Medical,2016-06-21,B,34,2016-05-10,164180,157865,6315,18,13,Married,Bachelors Degree,2001472655
Yes,male,1967-08-15,51,Salaried,Not Eligible,Farm Worker Supervisor,2012-07-27,C,49,2016-09-05,104657,93443,11214,6,48,Married,Some College,2001472656
No,male,1966-06-02,53,Salaried,Not Eligible,Cost Engineer Estimator,2017-03-26,B,54,2014-03-28,56825,51659,5166,19,31,Married,Graduate Degree,2001472657
No,male,1973-06-24,45,Salaried,Not Eligible,Box Maker,2005-01-23,C,82,2014-11-25,62858,59864,2994,37,49,Single,PhD,2001472658
Yes,male,1959-12-06,59,Hourly,Not Eligible,Assembler Structural,2013-06-23,B,78,2014-12-20,141100,136990,4110,41,72,Married,Some College,2001472659
No,female,1980-01-30,39,Hourly,Not Eligible,Help Desk Representative,2006-03-29,D,78,2018-04-30,167515,152286,15229,21,58,Married,Bachelors Degree,2001472660
No,female,1979-03-25,40,Salaried,Eligible,Polysomnographic Technologist,2014-02-12,B,53,2018-06-02,138911,134865,4046,17,11,Married,Bachelors Degree,2001472661
No,male,1967-11-18,51,Salaried,Eligible,Engineer Materials Generic,2005-08-14,C,88,2017-10-18,186592,162253,24339,25,65,Married,Graduate Degree,2001472662
No,male,1983-09-06,35,Salaried,Not Eligible,Manager Cost Accounting,2012-10-09,D,73,2017-05-13,105293,105293,0,3,99,Married,Bachelors Degree,2001472663
No,female,1974-09-06,44,Salaried,Not Eligible,Optical Engineer,2013-09-18,A,93,2015-04-28,61417,57940,3477,30,92,Single,Some College,2001472664
No,female,1962-04-06,57,Salaried,Not Eligible,Hearing Aid Specialist,2011-12-20,B,67,2016-01-03,174861,160422,14439,36,72,Married,Bachelors Degree,2001472665
Yes,male,1968-06-30,50,Salaried,Not Eligible,Technical Writer,2015-07-17,B,91,2018-05-30,179391,164578,14813,27,91,Married,Some College,2001472666
No,male,1979-12-19,39,Hourly,Not Eligible,Sales Automobile Accessories,2014-08-07,B,90,2015-07-25,183603,174860,8743,18,41,Married,Graduate Degree,2001472667
Yes,male,1973-05-21,46,Salaried,Not Eligible,Leasing Manager/Property,2016-04-17,B,33,2016-08-16,145673,145673,0,34,93,Single,Bachelors Degree,2001472668
No,male,1980-01-29,39,Salaried,Eligible,Estimator Printing,2015-04-28,A,69,2017-09-29,161653,149678,11975,5,41,Married,Bachelors Degree,2001472669
No,female,1960-01-30,59,Hourly,Not Eligible,Technician Pharmacy,2017-01-01,D,63,2014-06-23,162164,160558,1606,14,37,Married,Graduate Degree,2001472670
No,male,1980-12-17,38,Salaried,Not Eligible,Manager Risk,2005-05-23,A,63,2017-07-26,126903,122022,4881,33,25,Married,Bachelors Degree,2001472671
No,female,1966-12-07,52,Salaried,Not Eligible,Coffee Shop Manager,2016-01-22,A,76,2013-12-25,147379,147379,0,0,38,Single,Graduate Degree,2001472672
No,female,1970-07-16,48,Salaried,Not Eligible,Lithographic Platemaker,2009-08-12,B,70,2017-04-25,85230,80405,4825,30,10,Married,Graduate Degree,2001472673
No,female,1974-11-05,44,Salaried,Not Eligible,Inventory Control Clerk,2006-04-07,C,70,2016-07-02,62104,58041,4063,43,32,Single,Graduate Degree,2001472674
Yes,male,1970-11-08,48,Hourly,Not Eligible,Lithographic Stripper,2016-12-31,A,63,2015-09-08,143751,127213,16538,40,44,Married,Graduate Degree,2001472675
No,male,1980-10-10,38,Hourly,Not Eligible,Technician Microelectronics,2016-05-01,D,57,2015-01-17,62865,57674,5191,4,76,Married,Some College,2001472676
No,female,1970-02-22,49,Salaried,Not Eligible,Market Research Analyst,2016-03-08,D,65,2017-08-27,76690,71009,5681,28,12,Married,PhD,2001472677
No,male,1966-04-15,53,Salaried,Not Eligible,Head of Medical Laboratory,2008-03-05,B,79,2013-12-13,183013,159141,23872,41,25,Single,PhD,2001472678
No,female,1977-09-16,41,Hourly,Not Eligible,Coordinator Program Planning,2014-11-24,B,77,2017-05-24,126607,125353,1254,1,98,Single,Bachelors Degree,2001472679
No,male,1962-09-08,56,Hourly,Not Eligible,Supervisor Machine Shop,2005-08-18,D,87,2017-11-29,84090,77861,6229,22,12,Single,Some College,2001472680
No,female,1980-11-21,38,Salaried,Not Eligible,Designer Display,2005-11-06,D,98,2016-11-19,98861,88268,10593,30,67,Single,Graduate Degree,2001472681
No,male,1979-01-24,40,Hourly,Not Eligible,Estimator Assistant,2005-06-11,D,98,2018-01-18,51481,51481,0,7,42,Single,Some College,2001472682
Yes,female,1977-08-20,41,Salaried,Not Eligible,Refinery Operator,2008-06-05,B,45,2016-03-02,125402,109045,16357,0,62,Married,Bachelors Degree,2001472683
No,female,1974-06-21,44,Salaried,Eligible,Lead Surveyor,2005-12-01,A,80,2017-03-12,118578,118578,0,29,26,Married,Graduate Degree,2001472684
No,male,1972-12-13,46,Salaried,Eligible,Printing Estimator,2006-06-16,C,58,2016-11-16,117151,112645,4506,38,12,Married,Bachelors Degree,2001472685
No,male,1963-02-12,56,Hourly,Not Eligible,Admitting Head Hospital,2011-07-05,B,49,2015-01-02,186659,174447,12212,5,15,Single,Graduate Degree,2001472686
Yes,male,1958-08-26,60,Salaried,Not Eligible,Operator Ride,2012-08-03,A,57,2018-01-28,65934,58348,7586,2,20,Married,Bachelors Degree,2001472687
Yes,male,1964-02-22,55,Salaried,Not Eligible,Fence Erector,2010-07-02,A,48,2015-10-26,83224,77059,6165,38,47,Single,PhD,2001472688
Yes,female,1972-07-14,46,Hourly,Not Eligible,Human Resources Manager Employee Relations,2014-07-01,A,55,2017-03-17,73907,67188,6719,7,19,Single,PhD,2001472689
Yes,male,1980-09-03,38,Hourly,Not Eligible,Security Consultant,2014-01-23,C,93,2014-02-09,154935,147557,7378,19,16,Married,PhD,2001472690
No,female,1970-11-08,48,Salaried,Not Eligible,Banking Assistant Branch Manager 1,2004-08-14,D,76,2017-07-08,192407,186802,5605,38,92,Married,PhD,2001472691
No,male,1971-07-13,47,Salaried,Eligible,Social Worker,2003-09-07,A,64,2017-10-15,55524,55524,0,40,11,Married,PhD,2001472692
Yes,male,1969-05-17,50,Hourly,Not Eligible,Manager Sales 2,2015-03-10,B,52,2016-12-31,101460,90589,10871,7,61,Married,Some College,2001472693
No,female,1958-08-28,60,Hourly,Eligible,Information Systems Documentation Clerk,2009-02-01,C,69,2017-08-06,192410,174918,17492,17,45,Single,PhD,2001472694
Yes,male,1963-12-18,55,Salaried,Not Eligible,LAN/WAN Technician,2009-02-06,A,65,2017-09-03,188920,183417,5503,9,67,Married,Graduate Degree,2001472695
Yes,female,1963-07-07,55,Salaried,Not Eligible,Supply Clerk,2014-06-22,B,61,2018-03-17,93707,93707,0,4,44,Single,Graduate Degree,2001472696
No,male,1963-06-17,56,Salaried,Not Eligible,Economic Analyst,2003-06-20,D,44,2014-02-20,154911,153377,1534,19,58,Married,Graduate Degree,2001472697
Yes,female,1973-01-15,46,Salaried,Not Eligible,Inspector Quality Control,2013-07-18,C,93,2015-02-06,95492,95492,0,14,73,Single,PhD,2001472698
No,male,1979-12-17,39,Salaried,Not Eligible,Fashion Artist,2017-05-13,C,34,2015-08-23,190302,181240,9062,38,56,Married,Graduate Degree,2001472699
No,male,1971-12-22,47,Salaried,Not Eligible,Supervisor Inventory Control,2005-06-04,A,63,2014-03-16,125783,116465,9318,27,22,Married,PhD,2001472700
No,male,1978-04-17,41,Salaried,Not Eligible,Machinist Lathe Setup Operator,2008-01-14,A,76,2017-05-02,122999,111817,11182,8,41,Single,PhD,2001472701
No,male,1967-05-12,52,Salaried,Eligible,Plant Manager (Experience),2018-03-20,B,55,2015-05-03,171554,155958,15596,27,73,Married,Some College,2001472702
