attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,female,18-08-1960,58,Hourly,Not Eligible,Media Supervisor,14-09-2007,B,32,12-09-2017,122765,121549,1216,2,66,Married,Graduate Degree,2001472546
Yes,male,28-01-1984,35,Salaried,Not Eligible,Rental Dispatcher,10-02-2015,C,94,01-03-2018,90474,78673,11801,6,63,Single,Some College,2001472547
Yes,male,29-05-1979,40,Hourly,Not Eligible,Laboratory Aide,14-01-2016,B,47,15-10-2017,91227,82933,8294,9,55,Married,Some College,2001472548
Yes,male,31-12-1982,36,Salaried,Eligible,Typist Statistical,06-04-2013,C,33,14-03-2018,156225,156225,0,29,76,Married,PhD,2001472549
No,female,29-08-1979,39,Salaried,Not Eligible,Personal Protection Officer,21-11-2009,C,39,23-10-2013,144630,141794,2836,21,44,Married,PhD,2001472550
No,female,23-08-1963,55,Salaried,Not Eligible,Therapist Occupational,29-02-2012,A,90,02-02-2014,140175,124048,16127,40,11,Single,PhD,2001472551
No,female,02-08-1962,56,Salaried,Eligible,Training Coordinator Technical,26-07-2007,C,31,22-01-2015,111951,106620,5331,10,69,Married,Bachelors Degree,2001472552
No,female,09-10-1964,54,Salaried,Not Eligible,Inspector Gas,23-02-2006,C,87,26-07-2013,108916,102750,6166,23,12,Married,Some College,2001472553
No,female,07-01-1970,49,Salaried,Not Eligible,Import/Export Analyst,30-07-2011,D,35,05-11-2016,78817,68536,10281,11,43,Married,PhD,2001472554
No,male,07-01-1983,36,Salaried,Not Eligible,Automobile Service Station Manager,06-09-2005,B,100,28-04-2015,69763,69763,0,33,95,Single,Some College,2001472555
No,female,27-04-1972,47,Hourly,Not Eligible,Secretary Bilingual,07-06-2016,B,88,29-03-2017,183245,159343,23902,23,11,Single,Bachelors Degree,2001472556
No,female,13-10-1960,58,Salaried,Not Eligible,IT Sales Representative,15-06-2007,D,78,09-11-2014,170308,154825,15483,24,41,Married,Graduate Degree,2001472557
No,female,18-03-1964,55,Salaried,Not Eligible,Loan Review Analyst,02-06-2009,C,87,22-03-2014,151128,151128,0,2,65,Single,Some College,2001472558
No,female,26-12-1971,47,Salaried,Eligible,Operating Systems Programming Supervisor,12-11-2014,A,41,28-12-2017,95384,83670,11714,33,40,Married,PhD,2001472559
Yes,male,08-03-1983,36,Salaried,Not Eligible,Construction Equipment Operator,15-07-2004,B,90,13-08-2014,143633,143633,0,40,19,Married,Graduate Degree,2001472560
No,male,05-12-1979,39,Salaried,Not Eligible,Braille Operator,18-06-2016,B,91,17-06-2016,151653,134206,17447,36,48,Single,PhD,2001472561
No,male,06-12-1982,36,Salaried,Eligible,Packer Light,13-02-2008,C,43,21-11-2015,53683,50171,3512,26,78,Single,Some College,2001472562
No,female,25-02-1967,52,Salaried,Eligible,Aide Mental Retardation,16-02-2018,A,84,20-07-2017,169247,159666,9581,4,31,Married,Bachelors Degree,2001472563
Yes,male,03-08-1969,49,Hourly,Not Eligible,Maintenance Person Aircraft,07-09-2013,A,83,03-03-2016,178870,173660,5210,27,33,Single,Some College,2001472564
No,female,30-03-1970,49,Salaried,Not Eligible,Computer Programmer Quality Assurance,20-12-2013,B,51,07-05-2014,193517,184301,9216,21,33,Married,Graduate Degree,2001472565
No,female,27-07-1980,38,Hourly,Not Eligible,Transportation Sales Agent,23-03-2007,C,39,03-08-2013,165405,143830,21575,2,51,Married,PhD,2001472566
No,male,26-03-1979,40,Hourly,Not Eligible,Dental Ceramist Assistant,13-11-2011,C,51,15-10-2013,193556,174374,19182,8,89,Single,Some College,2001472567
Yes,female,13-11-1965,53,Hourly,Not Eligible,Supervisor Chemical,03-11-2010,B,40,07-07-2014,118729,113075,5654,13,32,Married,PhD,2001472568
No,female,12-07-1981,37,Salaried,Not Eligible,Claims Supervisor,08-10-2004,A,61,19-11-2015,73437,66760,6677,4,19,Single,Bachelors Degree,2001472569
No,female,01-07-1964,54,Hourly,Not Eligible,Crane Operator Traveling,07-10-2007,B,58,30-09-2015,187804,178860,8944,35,85,Married,PhD,2001472570
Yes,male,27-03-1973,46,Hourly,Eligible,Network Planning Supervisor,21-11-2008,B,61,14-06-2017,159886,155229,4657,5,45,Married,Some College,2001472571
Yes,male,22-08-1980,38,Salaried,Not Eligible,Order Processing Manager,21-04-2007,D,47,13-05-2018,132644,130043,2601,30,31,Single,Graduate Degree,2001472572
No,female,13-10-1968,50,Hourly,Not Eligible,Cost Estimator,30-07-2016,B,82,30-05-2018,64142,61087,3055,22,18,Married,PhD,2001472573
No,male,09-04-1968,51,Salaried,Not Eligible,Foreign Clerk,09-06-2009,B,69,28-07-2016,88831,86243,2588,22,45,Single,PhD,2001472574
No,male,27-03-1967,52,Salaried,Not Eligible,Supervisor Computer Quality Assurance,31-05-2018,A,59,18-01-2017,159764,159764,0,35,33,Married,Bachelors Degree,2001472575
No,male,14-08-1967,51,Hourly,Eligible,Supervisor Plant Personnel,16-08-2013,C,67,15-11-2016,101323,98371,2952,21,50,Married,PhD,2001472576
No,male,04-12-1976,42,Hourly,Not Eligible,Operator Coach,31-01-2018,A,50,11-02-2016,128497,123554,4943,25,87,Married,Graduate Degree,2001472577
No,female,27-01-1959,60,Salaried,Eligible,Clerk File Benefit Claims,19-08-2009,D,36,27-12-2016,81167,78045,3122,1,60,Married,Some College,2001472578
No,male,11-04-1976,43,Salaried,Not Eligible,Librarian Technical,22-08-2004,B,82,25-05-2014,137030,125715,11315,44,64,Married,Graduate Degree,2001472579
No,female,10-06-1975,44,Salaried,Not Eligible,Senior Sales Representative,04-05-2008,A,76,19-09-2017,117087,103616,13471,17,22,Married,Bachelors Degree,2001472580
No,female,08-11-1977,41,Salaried,Eligible,Tune-up Mechanic,21-08-2011,D,80,11-03-2014,108188,103036,5152,39,76,Married,Graduate Degree,2001472581
Yes,female,24-03-1974,45,Salaried,Not Eligible,Wastewater Treatment Plant Operator,08-07-2008,D,100,19-01-2018,178743,156792,21951,27,76,Married,Graduate Degree,2001472582
No,male,31-10-1977,41,Hourly,Not Eligible,Information Systems Audit Manager,04-06-2005,A,65,12-04-2016,134544,121210,13334,4,63,Married,Graduate Degree,2001472583
No,female,18-01-1966,53,Salaried,Not Eligible,Supervisor Housekeeping,23-08-2010,D,53,30-01-2018,147955,140909,7046,3,14,Married,Bachelors Degree,2001472584
No,female,13-08-1982,36,Salaried,Not Eligible,Technician Psychiatric,08-10-2011,C,79,30-07-2013,159042,154409,4633,44,80,Married,Some College,2001472585
Yes,male,13-11-1970,48,Hourly,Not Eligible,Installer Drywall,07-01-2017,A,88,01-06-2015,123418,111187,12231,31,85,Married,Some College,2001472586
No,female,11-03-1967,52,Salaried,Eligible,Teacher Museums,12-06-2007,D,79,17-07-2013,93969,83900,10069,15,28,Married,Bachelors Degree,2001472587
No,female,14-02-1971,48,Salaried,Not Eligible,Clerk Photo Shop,10-02-2007,B,68,02-09-2014,132897,125374,7523,9,36,Married,Graduate Degree,2001472588
Yes,male,31-12-1966,52,Salaried,Not Eligible,Repairer Truck,16-12-2009,B,60,03-10-2014,154029,138764,15265,45,45,Married,Some College,2001472589
No,female,03-05-1977,42,Hourly,Not Eligible,Publications Editor,12-12-2012,B,70,30-07-2016,123243,123243,0,31,98,Married,PhD,2001472590
No,female,13-08-1963,55,Salaried,Not Eligible,Disbursement Clerk,02-09-2013,A,52,12-02-2016,155368,136287,19081,40,86,Married,Some College,2001472591
No,female,29-12-1973,45,Salaried,Eligible,Clinical Laboratory Technologist,11-02-2004,D,93,05-10-2016,117507,106824,10683,12,58,Single,Graduate Degree,2001472592
No,male,03-05-1976,43,Hourly,Not Eligible,Supervisor Economic Analysis,29-06-2016,C,39,11-09-2015,139053,137676,1377,43,31,Married,PhD,2001472593
No,male,02-03-1975,44,Salaried,Not Eligible,Coordinator Work Study,30-05-2008,D,93,20-10-2017,198406,198406,0,33,13,Married,PhD,2001472594
No,female,12-10-1982,36,Salaried,Not Eligible,Interpreter Deaf,13-10-2009,A,90,29-08-2015,62066,58005,4061,22,21,Married,Graduate Degree,2001472595
Yes,male,07-11-1970,48,Hourly,Not Eligible,Technical Librarian,26-10-2017,A,59,16-05-2016,153854,146527,7327,10,43,Married,Bachelors Degree,2001472596
No,male,05-04-1981,38,Salaried,Not Eligible,Compensation Analyst,10-11-2015,B,89,12-03-2018,128746,126221,2525,41,26,Married,Graduate Degree,2001472597
No,male,19-06-1968,50,Salaried,Not Eligible,Head of Support Services,01-07-2005,B,88,26-07-2017,146881,128842,18039,20,100,Married,Some College,2001472598
No,female,04-10-1960,58,Salaried,Eligible,Quality Control Supervisor/Administrator,25-07-2014,B,93,16-03-2017,70819,62671,8148,36,45,Married,Graduate Degree,2001472599
No,female,02-09-1980,38,Salaried,Not Eligible,Chemical Engineering Technician,22-07-2015,D,32,05-11-2013,116068,116068,0,23,74,Married,PhD,2001472600
No,female,27-02-1976,43,Hourly,Not Eligible,Cashier 1,02-03-2009,A,35,13-08-2016,103091,92045,11046,33,63,Married,Graduate Degree,2001472601
Yes,female,12-03-1971,48,Salaried,Not Eligible,Proof Machine Operator,18-11-2015,A,91,24-02-2015,108677,95330,13347,40,26,Married,Graduate Degree,2001472602
No,female,29-10-1964,54,Salaried,Not Eligible,Electronics Tester,24-11-2013,B,45,21-05-2017,70394,63418,6976,41,95,Married,Bachelors Degree,2001472603
No,male,13-01-1980,39,Salaried,Not Eligible,Benefits Claim File Clerk,27-09-2003,A,43,23-07-2013,174005,158186,15819,35,51,Single,PhD,2001472604
No,female,25-03-1968,51,Salaried,Not Eligible,Museum Scheduler,19-06-2015,A,43,12-09-2017,68860,68860,0,33,39,Married,Graduate Degree,2001472605
Yes,male,13-05-1965,54,Hourly,Not Eligible,Credit & Collection Manager,04-05-2009,A,36,01-08-2014,178022,178022,0,0,36,Single,PhD,2001472606
Yes,male,23-01-1968,51,Hourly,Not Eligible,Accountant,19-02-2014,D,75,02-02-2017,93439,85723,7716,17,48,Married,Graduate Degree,2001472607
Yes,male,02-11-1969,49,Hourly,Not Eligible,Scheduler Production,26-09-2016,D,99,30-03-2016,145478,134701,10777,41,56,Married,Graduate Degree,2001472608
Yes,male,26-07-1970,48,Salaried,Not Eligible,Estimator Cost,31-12-2009,C,66,28-03-2014,147013,144130,2883,11,44,Single,PhD,2001472609
No,female,27-12-1979,39,Hourly,Eligible,Data Recovery Planner,06-05-2015,C,89,24-08-2014,111754,105428,6326,40,87,Married,Some College,2001472610
Yes,male,26-03-1959,60,Hourly,Not Eligible,Extractor Operator,28-11-2006,A,79,15-08-2016,141331,130862,10469,25,44,Married,Some College,2001472611
No,female,18-01-1982,37,Salaried,Not Eligible,Programmer Engineer,20-11-2006,D,34,08-02-2015,87698,85978,1720,4,87,Married,Graduate Degree,2001472612
No,female,12-04-1960,59,Salaried,Eligible,Technician Personnel,30-04-2016,C,66,17-04-2015,101246,101246,0,27,93,Married,Bachelors Degree,2001472613
Yes,male,02-11-1972,46,Salaried,Not Eligible,Resident Care Aide,20-02-2007,D,52,18-02-2017,107406,98537,8869,11,81,Married,Graduate Degree,2001472614
No,male,27-02-1960,59,Hourly,Not Eligible,Operator Telephone,19-05-2009,A,91,08-03-2014,198187,175386,22801,45,33,Married,Some College,2001472615
Yes,male,15-02-1962,57,Salaried,Not Eligible,IT Supervisor Applications & Programming,18-01-2006,B,65,18-09-2013,172855,172855,0,33,11,Married,Bachelors Degree,2001472616
Yes,male,02-07-1982,36,Salaried,Not Eligible,Corporate Tax Accountant,22-04-2006,D,43,25-12-2013,136862,123299,13563,6,85,Single,Some College,2001472617
No,male,24-06-1975,43,Salaried,Not Eligible,Word Processor,31-07-2008,A,50,25-10-2017,64566,63926,640,12,35,Married,Graduate Degree,2001472618
No,male,07-06-1974,45,Hourly,Eligible,Supervisor Compensation & Benefits,06-02-2004,A,32,24-12-2016,58210,51973,6237,30,91,Married,Bachelors Degree,2001472619
No,female,29-10-1959,59,Salaried,Eligible,Receptionist PBX Operator,27-08-2006,D,68,19-10-2013,168525,153204,15321,37,46,Married,PhD,2001472620
No,female,31-07-1969,49,Salaried,Not Eligible,Technician LAN/WAN,18-01-2007,D,94,11-08-2017,119861,107018,12843,26,51,Married,Graduate Degree,2001472621
No,female,01-05-1966,53,Salaried,Not Eligible,Life Underwriter,24-01-2006,C,85,02-03-2015,172271,170565,1706,31,43,Single,Some College,2001472622
No,female,27-07-1979,39,Salaried,Not Eligible,Servicer Air Conditioning 1,29-01-2018,C,86,08-04-2018,89957,80318,9639,19,62,Single,PhD,2001472623
No,female,02-05-1981,38,Salaried,Not Eligible,Technician Television,21-11-2004,C,79,09-11-2013,101180,97288,3892,23,14,Married,Graduate Degree,2001472624
No,male,08-05-1977,42,Salaried,Not Eligible,Insulation Worker,05-03-2016,A,35,06-02-2015,195154,182386,12768,39,62,Married,Graduate Degree,2001472625
No,male,03-10-1962,56,Hourly,Not Eligible,Software Programmer,31-05-2015,D,79,23-11-2017,126604,112038,14566,34,19,Single,Bachelors Degree,2001472626
No,male,10-03-1979,40,Salaried,Eligible,Representative Floor Broker,02-08-2005,A,43,24-03-2017,73644,68826,4818,44,98,Single,Graduate Degree,2001472627
No,female,07-11-1983,35,Salaried,Eligible,Power Distribution Engineer,13-09-2016,A,78,23-11-2015,112778,104424,8354,22,79,Single,Some College,2001472628
No,female,15-08-1972,46,Hourly,Not Eligible,Electrician Helper,09-05-2007,A,47,21-07-2015,90603,90603,0,15,73,Married,PhD,2001472629
Yes,male,27-11-1967,51,Hourly,Not Eligible,Manager Office,18-08-2006,A,92,21-01-2017,68680,62436,6244,16,10,Single,Some College,2001472630
No,female,10-07-1960,58,Hourly,Not Eligible,Office Machines Servicer,29-06-2011,D,68,03-11-2014,69700,68333,1367,19,12,Married,Graduate Degree,2001472631
Yes,male,27-12-1964,54,Hourly,Not Eligible,Business Manager,27-01-2004,C,95,24-11-2013,130525,123136,7389,17,42,Married,Bachelors Degree,2001472632
Yes,female,10-05-1978,41,Salaried,Not Eligible,Sanitary Engineer,31-03-2011,A,62,31-08-2016,121742,119354,2388,19,62,Married,Graduate Degree,2001472633
No,female,04-07-1976,42,Salaried,Not Eligible,Registered Representative,05-05-2010,D,32,06-03-2017,130599,115574,15025,1,14,Married,Graduate Degree,2001472634
No,male,01-05-1959,60,Salaried,Not Eligible,Business Systems Analyst,19-12-2003,D,37,15-09-2013,60477,58715,1762,37,61,Married,Some College,2001472635
No,female,23-09-1968,50,Salaried,Not Eligible,Investigator,25-01-2015,C,63,01-05-2014,60032,60032,0,42,82,Single,Some College,2001472636
Yes,male,30-08-1965,53,Salaried,Not Eligible,Analyst Spectrographic,07-07-2015,D,36,28-09-2014,95281,89047,6234,44,64,Single,PhD,2001472637
No,female,29-11-1980,38,Salaried,Not Eligible,Traffic Agent,25-09-2016,A,38,10-02-2016,101617,98657,2960,44,29,Single,Bachelors Degree,2001472638
No,female,07-09-1982,36,Salaried,Not Eligible,Topographic Map Technician,19-12-2009,A,76,11-01-2017,69635,63304,6331,19,26,Married,Some College,2001472639
No,female,05-02-1979,40,Salaried,Not Eligible,Customer Service Representative 1 Insurance,14-10-2007,A,42,17-10-2014,88952,88952,0,7,32,Married,Bachelors Degree,2001472640
No,female,16-09-1966,52,Salaried,Eligible,Embalmer,15-08-2010,B,99,08-07-2015,61843,58898,2945,28,19,Married,Graduate Degree,2001472641
No,female,29-04-1968,51,Salaried,Not Eligible,Calibration Laboratory Technician,27-05-2014,A,55,23-11-2013,59417,56053,3364,29,84,Married,PhD,2001472642
Yes,male,04-12-1965,53,Salaried,Eligible,EMT,11-03-2016,D,34,05-10-2017,189541,189541,0,31,11,Married,Some College,2001472643
No,female,05-06-1976,43,Salaried,Not Eligible,Manager Accounts Payable,29-06-2007,A,91,29-03-2014,122745,118024,4721,26,81,Married,PhD,2001472644
Yes,male,23-05-1965,54,Salaried,Not Eligible,IT Web Developer,24-09-2017,C,67,21-10-2013,177060,153965,23095,21,27,Married,Bachelors Degree,2001472645
No,female,20-07-1965,53,Salaried,Not Eligible,Housekeeping Director,08-07-2007,A,86,27-11-2016,173623,166945,6678,43,35,Single,PhD,2001472646
No,female,28-01-1977,42,Salaried,Not Eligible,Teacher Mentally Impaired,11-07-2010,A,71,06-08-2016,167132,147904,19228,21,97,Single,Bachelors Degree,2001472647
No,male,18-12-1978,40,Hourly,Not Eligible,Medical Oral Surgeon,24-03-2008,D,37,04-05-2014,191243,177076,14167,0,19,Married,Bachelors Degree,2001472648
No,female,13-05-1966,53,Salaried,Not Eligible,Circulation Supervisor,10-02-2010,B,34,06-01-2016,69573,63828,5745,13,94,Single,Graduate Degree,2001472649
No,female,08-11-1973,45,Salaried,Not Eligible,Banking Assistant Branch Manager 2,15-01-2013,C,74,17-07-2013,117562,111963,5599,31,60,Single,Bachelors Degree,2001472650
No,female,15-09-1973,45,Salaried,Eligible,Bus Driver,04-05-2011,C,64,11-04-2015,189329,164633,24696,17,58,Married,Bachelors Degree,2001472651
Yes,male,13-06-1979,40,Hourly,Not Eligible,Inventory Control Clerk,15-04-2016,A,43,07-07-2015,87255,75873,11382,42,34,Single,Bachelors Degree,2001472652
No,male,29-06-1976,42,Salaried,Not Eligible,Machine Tool Operator,20-07-2014,C,46,15-12-2017,85253,83581,1672,18,72,Single,PhD,2001472653
Yes,male,05-12-1965,53,Salaried,Not Eligible,Engineering Technician Mechanical,01-02-2005,C,89,02-03-2017,61779,55656,6123,8,20,Single,Some College,2001472654
No,female,06-01-1980,39,Hourly,Eligible,Technologist Nuclear Medical,21-06-2016,B,34,10-05-2016,164180,157865,6315,18,13,Married,Bachelors Degree,2001472655
Yes,male,15-08-1967,51,Salaried,Not Eligible,Farm Worker Supervisor,27-07-2012,C,49,05-09-2016,104657,93443,11214,6,48,Married,Some College,2001472656
No,male,02-06-1966,53,Salaried,Not Eligible,Cost Engineer Estimator,26-03-2017,B,54,28-03-2014,56825,51659,5166,19,31,Married,Graduate Degree,2001472657
No,male,24-06-1973,45,Salaried,Not Eligible,Box Maker,23-01-2005,C,82,25-11-2014,62858,59864,2994,37,49,Single,PhD,2001472658
Yes,male,06-12-1959,59,Hourly,Not Eligible,Assembler Structural,23-06-2013,B,78,20-12-2014,141100,136990,4110,41,72,Married,Some College,2001472659
No,female,30-01-1980,39,Hourly,Not Eligible,Help Desk Representative,29-03-2006,D,78,30-04-2018,167515,152286,15229,21,58,Married,Bachelors Degree,2001472660
No,female,25-03-1979,40,Salaried,Eligible,Polysomnographic Technologist,12-02-2014,B,53,02-06-2018,138911,134865,4046,17,11,Married,Bachelors Degree,2001472661
No,male,18-11-1967,51,Salaried,Eligible,Engineer Materials Generic,14-08-2005,C,88,18-10-2017,186592,162253,24339,25,65,Married,Graduate Degree,2001472662
No,male,06-09-1983,35,Salaried,Not Eligible,Manager Cost Accounting,09-10-2012,D,73,13-05-2017,105293,105293,0,3,99,Married,Bachelors Degree,2001472663
No,female,06-09-1974,44,Salaried,Not Eligible,Optical Engineer,18-09-2013,A,93,28-04-2015,61417,57940,3477,30,92,Single,Some College,2001472664
No,female,06-04-1962,57,Salaried,Not Eligible,Hearing Aid Specialist,20-12-2011,B,67,03-01-2016,174861,160422,14439,36,72,Married,Bachelors Degree,2001472665
Yes,male,30-06-1968,50,Salaried,Not Eligible,Technical Writer,17-07-2015,B,91,30-05-2018,179391,164578,14813,27,91,Married,Some College,2001472666
No,male,19-12-1979,39,Hourly,Not Eligible,Sales Automobile Accessories,07-08-2014,B,90,25-07-2015,183603,174860,8743,18,41,Married,Graduate Degree,2001472667
Yes,male,21-05-1973,46,Salaried,Not Eligible,Leasing Manager/Property,17-04-2016,B,33,16-08-2016,145673,145673,0,34,93,Single,Bachelors Degree,2001472668
No,male,29-01-1980,39,Salaried,Eligible,Estimator Printing,28-04-2015,A,69,29-09-2017,161653,149678,11975,5,41,Married,Bachelors Degree,2001472669
No,female,30-01-1960,59,Hourly,Not Eligible,Technician Pharmacy,01-01-2017,D,63,23-06-2014,162164,160558,1606,14,37,Married,Graduate Degree,2001472670
No,male,17-12-1980,38,Salaried,Not Eligible,Manager Risk,23-05-2005,A,63,26-07-2017,126903,122022,4881,33,25,Married,Bachelors Degree,2001472671
No,female,07-12-1966,52,Salaried,Not Eligible,Coffee Shop Manager,22-01-2016,A,76,25-12-2013,147379,147379,0,0,38,Single,Graduate Degree,2001472672
No,female,16-07-1970,48,Salaried,Not Eligible,Lithographic Platemaker,12-08-2009,B,70,25-04-2017,85230,80405,4825,30,10,Married,Graduate Degree,2001472673
No,female,05-11-1974,44,Salaried,Not Eligible,Inventory Control Clerk,07-04-2006,C,70,02-07-2016,62104,58041,4063,43,32,Single,Graduate Degree,2001472674
Yes,male,08-11-1970,48,Hourly,Not Eligible,Lithographic Stripper,31-12-2016,A,63,08-09-2015,143751,127213,16538,40,44,Married,Graduate Degree,2001472675
No,male,10-10-1980,38,Hourly,Not Eligible,Technician Microelectronics,01-05-2016,D,57,17-01-2015,62865,57674,5191,4,76,Married,Some College,2001472676
No,female,22-02-1970,49,Salaried,Not Eligible,Market Research Analyst,08-03-2016,D,65,27-08-2017,76690,71009,5681,28,12,Married,PhD,2001472677
No,male,15-04-1966,53,Salaried,Not Eligible,Head of Medical Laboratory,05-03-2008,B,79,13-12-2013,183013,159141,23872,41,25,Single,PhD,2001472678
No,female,16-09-1977,41,Hourly,Not Eligible,Coordinator Program Planning,24-11-2014,B,77,24-05-2017,126607,125353,1254,1,98,Single,Bachelors Degree,2001472679
No,male,08-09-1962,56,Hourly,Not Eligible,Supervisor Machine Shop,18-08-2005,D,87,29-11-2017,84090,77861,6229,22,12,Single,Some College,2001472680
No,female,21-11-1980,38,Salaried,Not Eligible,Designer Display,06-11-2005,D,98,19-11-2016,98861,88268,10593,30,67,Single,Graduate Degree,2001472681
No,male,24-01-1979,40,Hourly,Not Eligible,Estimator Assistant,11-06-2005,D,98,18-01-2018,51481,51481,0,7,42,Single,Some College,2001472682
Yes,female,20-08-1977,41,Salaried,Not Eligible,Refinery Operator,05-06-2008,B,45,02-03-2016,125402,109045,16357,0,62,Married,Bachelors Degree,2001472683
No,female,21-06-1974,44,Salaried,Eligible,Lead Surveyor,01-12-2005,A,80,12-03-2017,118578,118578,0,29,26,Married,Graduate Degree,2001472684
No,male,13-12-1972,46,Salaried,Eligible,Printing Estimator,16-06-2006,C,58,16-11-2016,117151,112645,4506,38,12,Married,Bachelors Degree,2001472685
No,male,12-02-1963,56,Hourly,Not Eligible,Admitting Head Hospital,05-07-2011,B,49,02-01-2015,186659,174447,12212,5,15,Single,Graduate Degree,2001472686
Yes,male,26-08-1958,60,Salaried,Not Eligible,Operator Ride,03-08-2012,A,57,28-01-2018,65934,58348,7586,2,20,Married,Bachelors Degree,2001472687
Yes,male,22-02-1964,55,Salaried,Not Eligible,Fence Erector,02-07-2010,A,48,26-10-2015,83224,77059,6165,38,47,Single,PhD,2001472688
Yes,female,14-07-1972,46,Hourly,Not Eligible,Human Resources Manager Employee Relations,01-07-2014,A,55,17-03-2017,73907,67188,6719,7,19,Single,PhD,2001472689
Yes,male,03-09-1980,38,Hourly,Not Eligible,Security Consultant,23-01-2014,C,93,09-02-2014,154935,147557,7378,19,16,Married,PhD,2001472690
No,female,08-11-1970,48,Salaried,Not Eligible,Banking Assistant Branch Manager 1,14-08-2004,D,76,08-07-2017,192407,186802,5605,38,92,Married,PhD,2001472691
No,male,13-07-1971,47,Salaried,Eligible,Social Worker,07-09-2003,A,64,15-10-2017,55524,55524,0,40,11,Married,PhD,2001472692
Yes,male,17-05-1969,50,Hourly,Not Eligible,Manager Sales 2,10-03-2015,B,52,31-12-2016,101460,90589,10871,7,61,Married,Some College,2001472693
No,female,28-08-1958,60,Hourly,Eligible,Information Systems Documentation Clerk,01-02-2009,C,69,06-08-2017,192410,174918,17492,17,45,Single,PhD,2001472694
Yes,male,18-12-1963,55,Salaried,Not Eligible,LAN/WAN Technician,06-02-2009,A,65,03-09-2017,188920,183417,5503,9,67,Married,Graduate Degree,2001472695
Yes,female,07-07-1963,55,Salaried,Not Eligible,Supply Clerk,22-06-2014,B,61,17-03-2018,93707,93707,0,4,44,Single,Graduate Degree,2001472696
No,male,17-06-1963,56,Salaried,Not Eligible,Economic Analyst,20-06-2003,D,44,20-02-2014,154911,153377,1534,19,58,Married,Graduate Degree,2001472697
Yes,female,15-01-1973,46,Salaried,Not Eligible,Inspector Quality Control,18-07-2013,C,93,06-02-2015,95492,95492,0,14,73,Single,PhD,2001472698
No,male,17-12-1979,39,Salaried,Not Eligible,Fashion Artist,13-05-2017,C,34,23-08-2015,190302,181240,9062,38,56,Married,Graduate Degree,2001472699
No,male,22-12-1971,47,Salaried,Not Eligible,Supervisor Inventory Control,04-06-2005,A,63,16-03-2014,125783,116465,9318,27,22,Married,PhD,2001472700
No,male,17-04-1978,41,Salaried,Not Eligible,Machinist Lathe Setup Operator,14-01-2008,A,76,02-05-2017,122999,111817,11182,8,41,Single,PhD,2001472701
No,male,12-05-1967,52,Salaried,Eligible,Plant Manager (Experience),20-03-2018,B,55,03-05-2015,171554,155958,15596,27,73,Married,Some College,2001472702
No,male,01-12-1966,52,Salaried,Not Eligible,Work Study Coordinator,08-06-2011,D,42,15-08-2016,113046,109753,3293,31,91,Married,Graduate Degree,2001472703
No,male,18-10-1983,35,Salaried,Eligible,Manager Manufacturing Engineering,05-01-2005,C,80,15-08-2014,147902,147902,0,29,47,Married,Some College,2001472704
No,female,12-09-1975,43,Hourly,Eligible,Public Relations Supervisor,16-10-2009,A,68,06-08-2014,98505,97529,976,42,75,Married,Bachelors Degree,2001472705
No,female,23-01-1959,60,Salaried,Not Eligible,Operations Research Manager,29-11-2008,D,87,12-07-2013,190845,173495,17350,40,41,Married,PhD,2001472706
Yes,male,25-04-1967,52,Salaried,Not Eligible,Druggist,02-11-2007,B,91,10-04-2016,163696,154430,9266,25,19,Married,Bachelors Degree,2001472707
No,female,06-09-1961,57,Salaried,Eligible,Engineer Electrical Test,11-10-2006,D,71,08-07-2016,87600,80366,7234,8,48,Married,Some College,2001472708
No,female,09-07-1981,37,Salaried,Not Eligible,Industrial Engineer,17-04-2013,D,61,07-02-2018,102718,102718,0,8,45,Single,Some College,2001472709
No,female,23-08-1982,36,Salaried,Eligible,Manager Plant Personnel,29-09-2011,A,59,22-10-2014,121523,116849,4674,8,40,Married,Graduate Degree,2001472710
No,female,09-10-1970,48,Salaried,Eligible,Underwriter Life,14-12-2013,C,89,26-12-2017,166958,159007,7951,22,98,Married,Graduate Degree,2001472711
No,male,30-03-1980,39,Salaried,Not Eligible,Superintendent Construction Assistant,06-01-2009,D,45,04-09-2016,99767,89077,10690,31,15,Married,Graduate Degree,2001472712
No,female,01-01-1975,44,Salaried,Not Eligible,Layout Editor,20-07-2010,D,89,08-02-2017,95990,94107,1883,39,85,Single,Bachelors Degree,2001472713
No,female,06-01-1984,35,Hourly,Not Eligible,Coordinator Help Desk,14-05-2013,C,62,02-08-2015,64985,58022,6963,29,43,Married,PhD,2001472714
No,female,30-09-1982,36,Salaried,Eligible,Urban Renewal Manager,03-02-2007,A,84,31-05-2018,133745,128600,5145,28,94,Single,PhD,2001472715
No,male,31-10-1958,60,Salaried,Eligible,Safety Inspector,28-05-2007,A,36,27-03-2015,78190,68587,9603,19,83,Married,Bachelors Degree,2001472716
Yes,female,24-02-1964,55,Salaried,Not Eligible,Echocardiograph Technician,21-11-2009,C,89,25-06-2017,82191,72097,10094,19,55,Married,PhD,2001472717
No,female,17-10-1960,58,Hourly,Not Eligible,Shipping & Receiving Lead,10-08-2017,D,41,25-01-2015,117465,117465,0,31,15,Single,Bachelors Degree,2001472718
